CodigoProduto,DescricaoProduto,TipoEmbalagem,Unidade,CodDepartamento,DescricaoDepartamento,CodSecao,DescricaoSecao,InformacoesTecnicasV1,CodMarca,Marca,CodUnidade,QtdeEmbalagem,PesoEmbalagemUnitaria
1170,DE UVA INTEGRAL,"1,5L",UN,1,BEBIDAS,88,SUCO PRONTO,"1,5L",26,AURORA,2,1,1.5
1176,MOSTARDA ESCURA,3KG,UN,2,ALIMENTOS,208,MOSTARDA,,426,TELL,2,1,3.0
1192,WHISKY,700ML,UN,1,BEBIDAS,4,WHISKY IMPORTADO,700ML,244,LOGAN HERITAGE,2,1,0.7
1195,"GUARDAN.F.DUPLA 22,5X24CM",9X50,FD,6,EMBALAGENS/DESCARTAVEIS,640,GUARDANAPO,,47,BOB,1,450,1.0
1196,GUARDAN.F.DUPLA 30X30CM,12X50,FD,6,EMBALAGENS/DESCARTAVEIS,640,GUARDANAPO,,47,BOB,1,600,1.0
1216,AZEITONA GORDAL ,2KG BALDE,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,2KG BALDE,15,ANDALUZIA,2,1,2.0
1281,CAFE TRADICIONAL,500G,UN,2,ALIMENTOS,262,CAFE,500G,325,PILAO,2,1,0.5
1295,SARDINHA MOLHO TOMATE,125G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,125G,323,PESCADOR,2,1,0.125
1328,COB E RECHEIO L.CONDENSADO ,2.6KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,274,MOCA,2,1,2.6
1357,MOLHO BARBECUE ,"3,6KG",UN,2,ALIMENTOS,206,MOLHO,,122,DAJUDA,2,1,3.6
1364,GERGELIM PRETO S/CASCA,500G,UN,2,ALIMENTOS,240,CEREAL,500G - DESCASCADO,24,ATACAMA,2,1,0.5
1365,FEIJAO PRETO TIPO-1,10X1KG,FD,2,ALIMENTOS,240,CEREAL,10X1KG,452,URBANO,1,10,1.0
1366,TAMPA COPO 300 C/FURO TPT300,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"TRANSP COPO COMPATIVEL PPT330, CF300",110,COPOBRAS,6,50,1.0
1368,STEINHAEGER,980ML,UN,1,BEBIDAS,18,STEINHAEGER,980ML,226,KOSTEN,2,1,0.98
1371,UTEN.AVENTAL BRANCO TERGAL P,1,UN,7,UTILIDADES,708,VESTURARIO PROFISSIONAL,COMP 85 LARG 63CM,230,"LAMARE,LAM",2,1,1.0
1383,LUVA BORRACHA AMARELA G,1PR,PR,6,EMBALAGENS/DESCARTAVEIS,646,LUVA,,477,"3M,SCOTCH-BRITE",12,1,1.0
1389,TAMPA COPO 550 TPT550,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"TRANSP COPO COMPATIVEL CFT400, CFT500, PPT440, PPT550",110,COPOBRAS,6,50,1.0
1390,TAMPA COPO 550 C/FURO TPT550,C/50,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"TRANSP COPO COMPATIVEL CFT400, CFT500, PPT440, PPT550",110,COPOBRAS,6,50,1.0
1392,FORMINHA ALUM.EMPADA 45ML,C/1000,CX,6,EMBALAGENS/DESCARTAVEIS,612,MARMITEX/BANDEJA,"ALT 2,3CM DIA.7CM",466,WYDA,3,1000,1.0
1393,FORMINHA ALUM.EMPADA 100ML,C/500,CX,6,EMBALAGENS/DESCARTAVEIS,612,MARMITEX/BANDEJA,"ALT 3CM DIA.8,5CM",466,WYDA,3,500,1.0
1394,RUM XO IMP.,750ML,UN,1,BEBIDAS,12,RUM,750ML,471,ZACAPA,2,1,0.75
1403,CREME DE LEITE 17%,"1,030KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,328,PIRACANJUBA,2,1,1.03
1409,POTE/TAMPA CRISTAL QUAD.180ML,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,COM TAMPA,408,"STRAWPLAST,STRAW.",7,10,1.0
1420,TOMATE SECO ,3KG,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,2KG DRENADO,443,TOSCANA,2,1,3.0
1421,COND. OREGANO TURCO,500G,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,500G,443,TOSCANA,2,1,0.5
1430,PRATO FUNDO TRANSP.ASTRAL 22CM 0008,24X1,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,0,1.0
1433,MOSTARDA AMARELA,3.6KG,UN,2,ALIMENTOS,208,MOSTARDA,,198,HEMMER,2,1,3.6
1441,FARINHA TRIGO TIP1 PAPEL,10X1KG,FD,2,ALIMENTOS,268,FARINHA/FARINACEOS,10X1KG,401,SOL,1,10,1.0
1456,MOLHO TOMATE ,"1,06KG",UN,2,ALIMENTOS,212,ATOMATADO/CATCHUP,,643,TARANTELLA,2,1,1.06
1479,ALCOOL 46º,12X1L,CX,5,LIMPEZA,530,ALCOOL,12X1L,20,ARAUCARIA,3,12,1.0
1480,ACUCAR CRISTAL,15X2KG,FD,2,ALIMENTOS,254,ACUCAR,15X2KG,8,ALTO ALEGRE,1,15,2.0
1481,ACUCAR CRISTAL,6X5KG,FD,2,ALIMENTOS,254,ACUCAR,6X5KG,8,ALTO ALEGRE,1,6,5.0
1495,MAIONESE SACHE,190X7G,CX,2,ALIMENTOS,210,MAIONESE,,198,HEMMER,3,190,0.007
1496,CATCHUP SACHE,190X7G,CX,2,ALIMENTOS,212,ATOMATADO/CATCHUP,,198,HEMMER,3,190,0.007
1497,CATCHUP ,"3,8KG",UN,2,ALIMENTOS,212,ATOMATADO/CATCHUP,,198,HEMMER,2,1,3.8
1506,MOLHO VERDE ,3KG,UN,2,ALIMENTOS,206,MOLHO,,122,DAJUDA,2,1,3.0
1510,MOLHO VERDE ,"1,01KG",UN,2,ALIMENTOS,206,MOLHO,,122,DAJUDA,2,1,1.01
1512,BAND.ALUM.RET. 2000ML D9,C/100-C/TAMP,CX,6,EMBALAGENS/DESCARTAVEIS,612,MARMITEX/BANDEJA,TAMPA CARTAO ALUMINIZADA,466,WYDA,3,100,1.0
1515,PAPEL ALUMINIO 30CM X 00M,1,UN,6,EMBALAGENS/DESCARTAVEIS,624,PAPEL ALUMINIO/MANTEIGA,11 MICRAS,466,WYDA,2,1,1.0
1518,MOLHO SALADA CAESAR,234ML,UN,2,ALIMENTOS,206,MOLHO,234ML,630,"LIZA,LIZA",2,1,0.234
1519,BITTER CAVALO BCO VD,902ML,UN,1,BEBIDAS,20,BITTER,902ML,211,JOINVILLE,2,1,0.902
1547,CACHACA 5 CHAVES,700ML,UN,1,BEBIDAS,26,CACHACA,700ML,470,YPIOCA,2,1,0.7
1548,CEREJA MARASQUINO S/TALO ,100G - VIDRO,UN,2,ALIMENTOS,202,CONSERVA DOCE/ENLATADOS,100G,15,ANDALUZIA,2,1,0.1
1553,HAMBURG.ISOP.04,C/400,FD,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 22,5 LARG 9,5 ALT 6,2CM - CAP.450G",110,COPOBRAS,1,400,1.0
1559,PANO CHAO ALVEJADO GROSSO 40X62CM,C/10UN,FD,5,LIMPEZA,532,PANO CHAO/PRATO,C/10UN,260,MARTINS,1,10,1.0
1561,PANO CHAO CRU 40X70CM C/10,C/10UN,FD,5,LIMPEZA,532,PANO CHAO/PRATO,C/10UN,260,MARTINS,1,10,1.0
1578,WHISKY HONEY,1L,UN,1,BEBIDAS,4,WHISKY IMPORTADO,1L,206,"JACK DANIELS,JACK DANIEL'S",2,1,1.0
1582,COND. COMPL. C/PIMENTA,1KG,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,1KG,22,ARISCO,2,1,1.0
1583,COND. COMPL. S/PIMENTA,1KG,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,1KG,22,ARISCO,2,1,1.0
1584,COND. COMPL. ALHO E SAL,1KG,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,1KG,22,ARISCO,2,1,1.0
1595,DETERG.LIQ.L ROUPA PRIMAVERA,1L,UN,5,LIMPEZA,508,LAVA ROUPA,1L,439,TIXAN YPE,2,1,1.0
1597,AMAC.ROUPA CONC. AZUL,500ML,UN,5,LIMPEZA,504,AMACIANTE ROUPA,500ML,469,YPE,2,1,0.5
1606,CHICLE X FRESH CEREJA PRETO,C/21,DP,3,BOMBONIERI,306,CHICLE,C/21,448,TRIDENT,9,21,1.0
1607,CHOC. LACTA,18X40G,DP,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,18X40G,479,5STAR,9,18,0.04
1625,CHANTILLY TOPPING,400G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,384,SELECTA,2,1,0.4
1640,EMB.CRISTAL BIP640 RED.DOCE,C/300,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"ALT 5,2 LARG 10,8CM",40,"BIPACK,BP",3,300,1.0
1641,EMB.CRISTAL BIP641 QUAD.DOCE,C/300,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,"ALT 5,5 LARG 10,3 COMP 10,3CM",40,"BIPACK,BP",3,300,1.0
1642,EMB.CRISTAL BIP642 RED.MINI DOCE,C/300,CX,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,ALT 5 LARG 8CM,40,"BIPACK,BP",3,300,1.0
1645,AZEITONA PRETA C/CAROCO V.FERTIL MEDIA,"1,01KG SACHE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,01KG",453,"VALE FERTIL,V FERTIL",2,1,1.01
1647,DETERG.PO ROSA ,400G - CAIXA,UN,5,LIMPEZA,506,DETERGENTE PO,400G - CAIXA,439,TIXAN YPE,2,1,0.4
1648,DETERG.PO AZUL ,800G - CAIXA,UN,5,LIMPEZA,506,DETERGENTE PO,800G - CAIXA,439,TIXAN YPE,2,1,0.8
1651,WHISKY,1L,UN,1,BEBIDAS,6,WHISKY NACIONAL,1L,44,BLACK STONE,2,1,1.0
1653,DETERG.PO ROSA ,800G - CAIXA,UN,5,LIMPEZA,506,DETERGENTE PO,800G - CAIXA ,439,TIXAN YPE,2,1,0.8
1658,MOLHO TOMATE ,1.06KG,UN,2,ALIMENTOS,212,ATOMATADO/CATCHUP,1.060KG,332,POMAROLA,2,1,1.06
1670,ESPUM BRUT ROSE,750ML,UN,1,BEBIDAS,40,ESPUMANTE,750ML,90,CHANDON,2,1,0.75
1673,COND. ACAFRAO (CURCUMA),250G,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,250G,208,JANDIRA,2,1,0.25
1674,COND. PAPRICA PICANTE,250G,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,250G,208,JANDIRA,2,1,0.25
1678,MARMITA ISOP. 850ML C/T FM75,C/100 C/TAMP,CX,6,EMBALAGENS/DESCARTAVEIS,612,MARMITEX/BANDEJA,"ALT 5,2 LARG 18,5CM - COM TAMPA",162,"FIBRAFORM,.FIBRAF.",3,100,1.0
1682,MARMITA ISOP.1200ML C/T FM110,C/100 C/TAMP,CX,6,EMBALAGENS/DESCARTAVEIS,612,MARMITEX/BANDEJA,"ALT 6,5 LARG 26,5CM - COM TAMPA",162,"FIBRAFORM,.FIBRAF.",3,100,1.0
1683,HAMBURG.ISOP.01,C/400,CX,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 12,5 LARG 12,5 ALT 7,5CM - CAP.450ML",162,"FIBRAFORM,.FIBRAF.",3,400,1.0
1684,HAMBURG.ISOP.02,C/400,CX,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 15 LARG 15 ALT 7,5CM - CAP.750ML",162,"FIBRAFORM,.FIBRAF.",3,400,1.0
1685,HAMBURG.ISOP.03,C/400,CX,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 16 LARG 16 ALT 8,2CM - CAP.950ML",162,"FIBRAFORM,.FIBRAF.",3,400,1.0
1686,HAMBURG.ISOP.101,C/200,CX,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 23,5 LARG 16 ALT 7,5CM - CAP.900ML",162,"FIBRAFORM,.FIBRAF.",3,200,1.0
1687,HAMBURG.ISOP.132 3 DIV.,C/100,CX,6,EMBALAGENS/DESCARTAVEIS,614,LANCHEIRA ISOPOR,"COMP 25,5 LARG 23,5 ALT 9CM - CAP.1200ML",162,"FIBRAFORM,.FIBRAF.",3,100,1.0
1689,"CEBOLA CRYSPY CROCANTE 1,01K","1,01KG",PT,2,ALIMENTOS,266,PREPAROS CULINARIOS,"1,01KG",551,"MUCHO GUSTO,MUCHO GOSTO",7,1,1.01
1695,ACUCAR SACHE CRISTAL,1000X5G,CX,2,ALIMENTOS,254,ACUCAR,CRISTAL BRANCO,78,CARAVELAS,3,1000,0.005
1697,DETERG.LIQ.L ROUPA MACIEZ,1L,UN,5,LIMPEZA,508,LAVA ROUPA,1L,439,TIXAN YPE,2,1,1.0
1698,AMAC.ROUPA CONC. PINK,500ML,UN,5,LIMPEZA,504,AMACIANTE ROUPA,500ML,469,YPE,2,1,0.5
1699,UVA ,27X200ML,CX,1,BEBIDAS,88,SUCO PRONTO,27X200ML,75,"CAMPO LARGO,C.LARGO",3,27,0.2
1702,MACA ,27X200ML,CX,1,BEBIDAS,88,SUCO PRONTO,27X200ML,75,"CAMPO LARGO,C.LARGO",3,27,0.2
1707,VINHO NAC S.GERMAIN FRISANTE BRANCO SUAVE,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML,369,"SAINT GERMAIN,ST.GERMAIN",2,1,0.75
1708,VINHO SANGUE BOI BRANCO SECO,750ML,UN,1,BEBIDAS,54,VINHO MESA,750ML,375,SANGUE DE BOI,2,1,0.75
1709,VINHO SANGUE BOI BRANCO SUAVE,750ML,UN,1,BEBIDAS,54,VINHO MESA,750ML,375,SANGUE DE BOI,2,1,0.75
1710,VINHO TINTO SECO,2X4L,CX,1,BEBIDAS,54,VINHO MESA,2X4L,375,SANGUE BOI,3,2,4.0
1711,VINHO TINTO SUAVE,2X4L,CX,1,BEBIDAS,54,VINHO MESA,2X4L,375,SANGUE BOI,3,2,4.0
1713,SUSPIRO CROCANTE,100G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,100G,261,MASPA,2,1,0.1
1733,BRIGADEIRO,"2,02KG",UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,107,CONFEITEIRO,2,1,2.02
1740,APERITIVO VINHO QUENTAO,750ML,UN,1,BEBIDAS,24,APERITIVO,750ML,75,"CAMPO LARGO,C.LARGO",2,1,0.75
1755,"ROMA FRAMBOESA, GROSELHA VERMELHA, AMORA SILVESTRES",700ML,UN,1,BEBIDAS,94,XAROPE,700ML,215,KALY,2,1,0.7
1769,CREME AVELA,140G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,304,NUTELLA,2,1,0.14
1770,CREME AVELA,650G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,304,NUTELLA,2,1,0.65
1783,AZEITONA V.FERTIL MEDIA ,"1,01KG-SACHE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,01KG",453,"VALE FERTIL,V FERTIL",2,1,1.01
1793,MACA VERDE,700ML,UN,1,BEBIDAS,94,XAROPE,700ML,215,KALY,2,1,0.7
1797,AZEITONA FATIADA V.FERTIL ,"1,01KG-SACHE",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,01KG",453,"VALE FERTIL,V FERTIL",2,1,1.01
1805,CRANBERRY,700ML,UN,1,BEBIDAS,94,XAROPE,700ML,215,KALY,2,1,0.7
1806,LIMAO,700ML,UN,1,BEBIDAS,94,XAROPE,700ML,215,KALY,2,1,0.7
1807,LARANJA,700ML,UN,1,BEBIDAS,94,XAROPE,700ML,215,KALY,2,1,0.7
1808,FRAMBOESA,700ML,UN,1,BEBIDAS,94,XAROPE,700ML,215,KALY,2,1,0.7
1823,CANUDO PL.GUARDA CHUVA DOBR.6MM 24,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,610,CANUDO,C/10 - 6MM,408,"STRAWPLAST,STRAW.",7,10,1.0
1835,LEITE DE COCO ,1L,UN,2,ALIMENTOS,272,LEITE DE COCO,21% DE GORDURA,399,SOCOCO,2,1,1.0
1843,VINHO CHARDONNAY MEIO SECO,3L,UN,1,BEBIDAS,55,VINHO BAG/GARRAFAO,3L,254,"MARCUS JAMES,M JAMES",2,1,3.0
1851,CHOC.AMOR CARIOCA BOMBOM,200G,UN,3,BOMBONIERI,234,CREMES/SOBREMESA/LEITE COND,,292,"NEUGEBAUER,A.CARIOCA",2,1,0.2
1859,MEXEDOR GRANDE 11CM PRETO,C/240,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,C/240 MSG802,408,"STRAWPLAST,STRAW.",7,240,1.0
1870,PAPEL HIG F.SIMPLES 30M NEUTRO,15X4,FD,4,HIGIENE PESSOAL,402,PAPEL HIGIENICO,15X4,322,PERSONAL,1,60,1.0
1871,VINHO IMP PORT RUBY DOURO ,750ML,UN,1,BEBIDAS,46,VINHO IMPORTADO,750ML,735,PORTO MESSIAS ,2,1,0.75
1877,SAL REFIN. TEMPER.,10X1KG,FD,2,ALIMENTOS,274,SAL,10X1KG,253,MAKRI,1,10,1.0
1884,SAL GROSSO CHURRASCO TEMPER,10X1KG,FD,2,ALIMENTOS,274,SAL,10X1KG,253,MAKRI,1,10,1.0
1893,ACUCAR SACHE CRISTAL,1000X5G,CX,2,ALIMENTOS,254,ACUCAR,CRISTAL BRANCO,450,UNIAO,3,1000,0.005
1894,ACUCAR GLACE,500G,UN,2,ALIMENTOS,254,ACUCAR,500G,450,UNIAO,2,1,0.5
1895,APERITIVO,750ML,UN,1,BEBIDAS,24,APERITIVO,750ML,17,APEROL,2,1,0.75
1897,MAIONESE ,3KG,UN,2,ALIMENTOS,210,MAIONESE,,197,"HELLMANNS,HELLMANS",2,1,3.0
1898,AZEITE SACHE EXT V ARG,180X7ML,CX,2,ALIMENTOS,216,AZEITE,,453,"VALE FERTIL,V FERTIL",3,180,0.007
1902,FLAN BAUNILHA S/LEITE,520G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,DILUIÇAO: LEITE - RENDE 8 LITROS,307,NUTRIMENTAL,2,1,0.52
1911,MOSTARDA AMARELA,170G,UN,2,ALIMENTOS,208,MOSTARDA,,197,"HELLMANNS,HELLMANS",2,1,0.17
1915,SARDINHA OLEO,125G,UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,125G,323,PESCADOR,2,1,0.125
1917,CHOC. PO 50% CACAU,1KG,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,1KG,94,CHOCOLEITE,2,1,1.0
1922,GELEIA DE BRILHO NEUTRO ,4KG BALDE,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,4KG BALDE,25,AUREA,2,1,4.0
1923,GELEIA DE BRILHO MORANGO ,4KG BALDE,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,4KG BALDE,25,AUREA,2,1,4.0
1924,GELEIA DE BRILHO MARACUJA ,4KG BALDE,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,4KG BALDE,25,AUREA,2,1,4.0
1926,OLEO GIRASSOL,900ML,UN,2,ALIMENTOS,220,GORDURA/OLEO ESPECIAIS,900ML,393,SINHA,2,1,0.9
1928,"SACO LIXO 15L ROLO 39X58X3,3",C/40,UN,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/40,175,GERAPLAST,2,40,1.0
1929,"SACO LIXO 30L ROLO 59X62X3,3",C/25,UN,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/25,175,GERAPLAST,2,25,1.0
1930,"SACO LIXO 50L ROLO 63X80X4,4",C/15,UN,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/15,175,GERAPLAST,2,15,1.0
1931,SACO LIXO 100L ROLO 75X105X4,C/10,UN,6,EMBALAGENS/DESCARTAVEIS,648,SACO LIXO,C/10,175,GERAPLAST,2,10,1.0
1935,AZEITE COMPOSTO ,500ML,UN,2,ALIMENTOS,216,AZEITE,,83,"CASA PORTUGUESA,CASA PORT.",2,1,0.5
1939,DROPS MELANCIA,C/21,DP,3,BOMBONIERI,308,DROPS,C/21,194,HALLS,9,21,1.0
1949,COND. LIMAO ESPREMIDO,500ML,UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,500ML,87,CASTELO,2,1,0.5
1951,POTE PL.100ML TRAN. PTT100 PS,C/100,TR,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,TAMPA COMPATIVEL TS100 E TST100,110,COPOBRAS,6,100,1.0
1954,PRATO PL.12CM BRANCA FUNDO PRF012,C/10,PT,6,EMBALAGENS/DESCARTAVEIS,602,DESCARTAVEL,PS,110,COPOBRAS,7,10,1.0
1960,TACA TIPO 3,12X180ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
1980,ALCOOL 70º HOSPITALAR,12X1L,CX,5,LIMPEZA,530,ALCOOL,12X1L,20,ARAUCARIA,3,12,1.0
1984,WHISKY JWGREEN LABEL 15 YEARS,750ML,UN,1,BEBIDAS,4,WHISKY IMPORTADO,750ML,210,"JOHNNIE WALKER,J.WALKER",2,1,0.75
1985,FAROFA PRONTA MANDIOCA SUAVE,200G,UN,2,ALIMENTOS,266,PREPAROS CULINARIOS,200G,468,YOKI,2,1,0.2
1986,LUVA BORRACHA AMARELA M,1PR,PR,6,EMBALAGENS/DESCARTAVEIS,646,LUVA,,477,"3M,SCOTCH-BRITE",12,1,1.0
1987,LEITE COND. ZERO LACTOSE,395G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,328,PIRACANJUBA,2,1,0.395
1988,CREME DE LEITE ZERO LAC,200G,UN,2,ALIMENTOS,234,CREMES/SOBREMESA/LEITE COND,,328,PIRACANJUBA,2,1,0.2
1989,LUVA BORRACHA AMARELA P,1PR,PR,6,EMBALAGENS/DESCARTAVEIS,646,LUVA,,477,"3M,SCOTCH-BRITE",12,1,1.0
1992,VINAGRE MACA,12X750ML,CX,2,ALIMENTOS,252,VINAGRE/ACETO,12X750ML,195,"HEINIG,HENING",3,12,0.75
1993,OVO CODORNA TP 1 ,"1,8KG",UN,2,ALIMENTOS,204,CONSERVA SALGADA/ENLATADOS,"1,8KG",124,DANIMAR,2,1,1.8
2002,COPO TIPO 4,12X300ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
2005,APERITIVO,750ML,UN,1,BEBIDAS,24,APERITIVO,750ML,374,SAN REMY,2,1,0.75
2009,BITTER,920ML,UN,1,BEBIDAS,20,BITTER,920ML,58,BRASILBERG,2,1,0.92
2011,BITTER,900ML,UN,1,BEBIDAS,20,BITTER,900ML,73,CAMPARI,2,1,0.9
2014,CONHAQUE,900ML,UN,1,BEBIDAS,30,CONHAQUE,900ML,716,DREHER,2,1,0.9
2016,GIN,1L,UN,1,BEBIDAS,16,GIN,1L,383,SEAGERS,2,1,1.0
2017,BOLO FESTA - ,400G,UN,2,ALIMENTOS,228,MISTURA/MISTURA BOLO,400G - CAIXINHA,401,SOL,2,1,0.4
2023,LICOR (IRL),750ML,UN,1,BEBIDAS,21,LICOR IMPORTADO,750ML,31,BAILEYS,2,1,0.75
2028,LICOR CREME DE MENTA,720ML,UN,1,BEBIDAS,22,LICOR,720ML,407,STOCK,2,1,0.72
2029,LICOR CHERRY/CEREJA,720ML,UN,1,BEBIDAS,22,LICOR,720ML,407,STOCK,2,1,0.72
2033,VINHO NAC UGNI BLANC SUAVE,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML,7,"ALMADEN,ALMADEM",2,1,0.75
2035,VINHO NAC MERLOT TINTO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML,7,"ALMADEN,ALMADEM",2,1,0.75
2036,VINHO NAC RIESLING BRANCO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML,7,"ALMADEN,ALMADEM",2,1,0.75
2044,VODKA,998ML,UN,1,BEBIDAS,10,VODKA NACIONAL,998ML,396,SMIRNOFF,2,1,0.998
2045,VODKA,970ML,UN,1,BEBIDAS,10,VODKA NACIONAL,970ML,136,DOBLE W,2,1,0.97
2046,VERMOUTH ROSSO,950ML,UN,1,BEBIDAS,34,VERMOUTH,950ML,96,CINZANO,2,1,0.95
2048,VERMOUTH BIANCO,750ML,UN,1,BEBIDAS,34,VERMOUTH,750ML,259,MARTINI,2,1,0.75
2050,WHISKY,900ML,UN,1,BEBIDAS,6,WHISKY NACIONAL,1L,310,OLD EIGHT,2,1,0.9
2054,WHISKY,900ML,UN,1,BEBIDAS,6,WHISKY NACIONAL,900ML,145,DRURYS,2,1,0.9
2070,AZEITE SACHE B.SABOR,200X4ML,CX,2,ALIMENTOS,216,AZEITE,,50,"BOM SABOR,DEGUST",3,200,0.004
2071,VINAGRE SACHE VINHO TINTO,200X4ML,CX,2,ALIMENTOS,252,VINAGRE/ACETO,,87,CASTELO,3,200,0.004
2082,TACA TIPO 2,6X380ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,6,1.0
2083,LICOR CURACAU BLUE,720ML,UN,1,BEBIDAS,22,LICOR,720ML,407,STOCK,2,1,0.72
2086,LICOR CREME DE CACAU,720ML,UN,1,BEBIDAS,22,LICOR,720ML,407,STOCK,2,1,0.72
2087,LICOR AMARETTO DELL ORSO,700ML,UN,1,BEBIDAS,22,LICOR,700ML,407,STOCK,2,1,0.7
2089,LICOR,700ML,UN,1,BEBIDAS,22,LICOR,700ML,105,COINTREAU,2,1,0.7
2091,RUM CARTA BLANCA,980ML,UN,1,BEBIDAS,12,RUM,980ML,30,BACARDI,2,1,0.98
2092,STEINHAEGER,900ML,UN,1,BEBIDAS,18,STEINHAEGER,900ML,136,DOBLE W,2,1,0.9
2094,CALDO AMACIANTE DE CARNE,"1,1KG",UN,2,ALIMENTOS,218,CALDO/AMACIANTE,,249,MAGGI,2,1,1.1
2095,COND. FONDOR,"1,1KG",UN,2,ALIMENTOS,214,TEMPERO/CONDIMENTO,,249,MAGGI,2,1,1.1
2098,VINHO NAC CABERNET SAUVIGNON TINTO MEIO SECO,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML,254,"MARCUS JAMES,M JAMES",2,1,0.75
2099,VINHO NAC RIESLING BRANCO SUAVE,750ML,UN,1,BEBIDAS,48,VINHO NACIONAL FINO,750ML,254,"MARCUS JAMES,M JAMES",2,1,0.75
2100,COPO TIPO 1,12X600ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,LISA PARA CHOPP DE 500ML,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
2106,COPO TIPO 2,12X310ML,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,12,1.0
2110,PRATO SOBREM.BRANCO MENU 19CM 5343,24X1,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,,282,"NADIR FIGUEIREDO,N.F.",3,0,1.0
2111,"PRATO RASO BRANCO MENU 26,5CM 5543",12X1,CX,7,UTILIDADES,702,COPO/PRATO VIDRO,PEDO DO PRATO 500G,282,"NADIR FIGUEIREDO,N.F.",3,0,1.0
